country,country_code_2_digit,country_code_3_digit,population,reported_date,icu_occupancy_count,hospital_occupancy_count,source
Austria,AT,AUT,8858775,2020-09-17,55,319,Country_Website
Belgium,BE,BEL,11455519,2020-09-17,69,371,Country_Website
Bulgaria,BG,BGR,7000039,2020-09-17,43,744,External_Github
Croatia,HR,HRV,4076246,2020-09-17,,300,Country_Website
Czechia,CZ,CZE,10649800,2020-09-17,93,480,Country_Website
Denmark,DK,DNK,5806081,2020-09-17,3,60,Country_Website
Estonia,EE,EST,1324820,2020-09-17,4,22,Country_API
France,FR,FRA,67012883,2020-09-17,793,5825,Country_Website
Hungary,HU,HUN,9772756,2020-09-17,21,328,JRC
Ireland,IE,IRL,4904240,2020-09-17,14,76,Country_Website
Italy,IT,ITA,60359546,2020-09-17,212,2560,Country_Github
Latvia,LV,LVA,1919968,2020-09-17,,7,Country_Website
Netherlands,NL,NLD,17282163,2020-04-29,732,,Other Website
Norway,NO,NOR,5328212,2020-04-29,,114,Country_API
Poland,PL,POL,37972812,2020-04-29,,2973,Surveillance
Portugal,PT,PRT,10276617,2020-04-29,169,980,Country_Website
Romania,RO,ROU,19414458,2020-04-29,247,,Country_Website
Slovakia,SK,SVK,5450421,2020-04-29,,180,JRC
Slovenia,SI,SVN,2080908,2020-04-29,22,70,Country_Github
United Kingdom,UK,GBR,66647112,2020-04-29,,13830,Country_Website
Austria,AT,AUT,8858775,2020-04-28,136,561,Surveillance
Belgium,BE,BEL,11455519,2020-04-28,797,3733,Country_Website
Bulgaria,BG,BGR,7000039,2020-04-28,39,301,External_Github
Croatia,HR,HRV,4076246,2020-04-28,,287,Country_Website
Czechia,CZ,CZE,10649800,2020-04-28,68,306,Country_Website
Denmark,DK,DNK,5806081,2020-04-28,66,284,Country_Website
Estonia,EE,EST,1324820,2020-04-28,13,87,Country_API
Finland,FI,FIN,5517919,2020-04-28,56,200,External_Github
France,FR,FRA,67012883,2020-04-28,4392,27607,Country_Website
Iceland,IS,ISL,356991,2020-04-28,0,8,Country_Website
Ireland,IE,IRL,4904240,2020-04-28,113,753,Country_Website
Italy,IT,ITA,60359546,2020-04-28,1863,21586,Country_Github
Latvia,LV,LVA,1919968,2020-04-28,,45,Surveillance
Luxembourg,LU,LUX,613894,2020-04-28,25,117,Country_Website
Malta,MT,MLT,493559,2020-04-28,1,,Surveillance
Netherlands,NL,NLD,17282163,2020-04-28,760,,Other Website
Norway,NO,NOR,5328212,2020-04-28,,119,Country_API
Denmark,DK,DNK,5806081,2020-10-13,19,103,Country_Website
Estonia,EE,EST,1324820,2020-10-13,3,34,Country_API
France,FR,FRA,67012883,2020-10-13,1633,8928,Country_Website
Hungary,HU,HUN,9772756,2020-10-13,160,1519,JRC
Ireland,IE,IRL,4904240,2020-10-13,31,240,Country_Website
Italy,IT,ITA,60359546,2020-10-13,514,5590,Country_Github
Latvia,LV,LVA,1919968,2020-10-13,,70,Country_Website
Luxembourg,LU,LUX,613894,2020-10-13,3,46,Country_Website
Netherlands,NL,NLD,17282163,2020-10-13,321,,Other Website
Norway,NO,NOR,5328212,2020-10-13,,27,Country_API
Poland,PL,POL,37972812,2020-10-13,,5669,Country_Website
Portugal,PT,PRT,10276617,2020-10-13,132,916,Country_Website
Romania,RO,ROU,19414458,2020-10-13,651,,Country_Website
Slovakia,SK,SVK,5450421,2020-10-13,,397,JRC
Slovenia,SI,SVN,2080908,2020-10-13,31,180,Country_Github
United Kingdom,UK,GBR,66647112,2020-10-13,,5030,Country_Website
Belgium,BE,BEL,11455519,2020-10-12,268,1473,Country_Website
Bulgaria,BG,BGR,7000039,2020-10-12,62,1205,External_Github
Croatia,HR,HRV,4076246,2020-10-12,,404,Country_Website
Czechia,CZ,CZE,10649800,2020-10-12,467,2503,Country_Website
Denmark,DK,DNK,5806081,2020-10-12,19,107,Country_Website
Estonia,EE,EST,1324820,2020-10-12,5,32,Country_API
Finland,FI,FIN,5517919,2020-10-12,10,46,External_Github
France,FR,FRA,67012883,2020-10-12,1539,8671,Country_Website
Hungary,HU,HUN,9772756,2020-10-12,154,1418,JRC
Czechia,CZ,CZE,10649800,2020-09-19,87,503,Country_Website
Denmark,DK,DNK,5806081,2020-09-19,4,62,Country_Website
Estonia,EE,EST,1324820,2020-09-19,5,22,Country_API
France,FR,FRA,67012883,2020-09-19,827,5493,Country_Website
Hungary,HU,HUN,9772756,2020-09-19,30,386,JRC
Ireland,IE,IRL,4904240,2020-09-19,16,74,Country_Website
Italy,IT,ITA,60359546,2020-09-19,215,2595,Country_Github
Latvia,LV,LVA,1919968,2020-09-19,,8,Country_Website
Luxembourg,LU,LUX,613894,2020-09-19,2,22,Country_Website
Netherlands,NL,NLD,17282163,2020-09-19,81,,Other Website
Poland,PL,POL,37972812,2020-09-19,,1977,Country_Website
Portugal,PT,PRT,10276617,2020-09-19,64,497,Country_Website
Romania,RO,ROU,19414458,2020-09-19,461,,Country_Website
Slovakia,SK,SVK,5450421,2020-09-19,,125,JRC
Slovenia,SI,SVN,2080908,2020-09-19,10,67,Country_Github
United Kingdom,UK,GBR,66647112,2020-09-19,,1247,Country_Website
Austria,AT,AUT,8858775,2020-09-18,62,334,Country_Website
Belgium,BE,BEL,11455519,2020-09-18,78,392,Country_Website
Bulgaria,BG,BGR,7000039,2020-09-18,37,744,External_Github
Croatia,HR,HRV,4076246,2020-09-18,,280,Country_Website
Czechia,CZ,CZE,10649800,2020-09-18,94,516,Country_Website
Denmark,DK,DNK,5806081,2020-09-18,3,58,Country_Website
Estonia,EE,EST,1324820,2020-09-18,4,20,Country_API
Finland,FI,FIN,5517919,2020-09-18,3,16,External_Github
France,FR,FRA,67012883,2020-09-18,820,5800,Country_Website
Slovenia,SI,SVN,2080908,2020-08-31,3,25,Country_Github
United Kingdom,UK,GBR,66647112,2020-08-31,,821,Country_Website
Austria,AT,AUT,8858775,2020-08-30,30,140,Country_Website
Belgium,BE,BEL,11455519,2020-08-30,71,233,Country_Website
Bulgaria,BG,BGR,7000039,2020-08-30,61,723,External_Github
Croatia,HR,HRV,4076246,2020-08-30,,229,Country_Website
Czechia,CZ,CZE,10649800,2020-08-30,35,153,Country_Website
Denmark,DK,DNK,5806081,2020-08-30,4,21,Country_Website
Estonia,EE,EST,1324820,2020-08-30,0,9,Country_API
France,FR,FRA,67012883,2020-08-30,396,4517,Country_Website
Hungary,HU,HUN,9772756,2020-08-30,7,90,JRC
Iceland,IS,ISL,356991,2020-08-30,0,0,Country_Website
Ireland,IE,IRL,4904240,2020-08-30,5,33,Country_Website
Italy,IT,ITA,60359546,2020-08-30,86,1337,Country_Github
Latvia,LV,LVA,1919968,2020-08-30,,4,Country_Website
Luxembourg,LU,LUX,613894,2020-08-30,2,27,Country_Website
Netherlands,NL,NLD,17282163,2020-08-30,46,,Other Website
Poland,PL,POL,37972812,2020-08-30,,2242,Country_Website
Portugal,PT,PRT,10276617,2020-08-30,41,341,Country_Website
Romania,RO,ROU,19414458,2020-08-30,492,,Country_Website
Slovakia,SK,SVK,5450421,2020-08-30,,76,JRC
Slovenia,SI,SVN,2080908,2020-08-30,3,24,Country_Github
United Kingdom,UK,GBR,66647112,2020-08-30,,798,Country_Website
Austria,AT,AUT,8858775,2020-08-29,30,144,Country_Website
Belgium,BE,BEL,11455519,2020-08-29,72,230,Country_Website
Estonia,EE,EST,1324820,2020-05-03,9,77,Country_API
Finland,FI,FIN,5517919,2020-05-03,49,185,External_Github
France,FR,FRA,67012883,2020-05-03,3762,25739,Country_Website
Iceland,IS,ISL,356991,2020-05-03,0,5,Country_Website
Ireland,IE,IRL,4904240,2020-05-03,93,684,Country_Website
Italy,IT,ITA,60359546,2020-05-03,1501,18743,Country_Github
Latvia,LV,LVA,1919968,2020-05-03,,33,Surveillance
Luxembourg,LU,LUX,613894,2020-05-03,26,99,Country_Website
Malta,MT,MLT,493559,2020-05-03,2,,Surveillance
Netherlands,NL,NLD,17282163,2020-05-03,621,,Other Website
Norway,NO,NOR,5328212,2020-05-03,,80,Country_API
Poland,PL,POL,37972812,2020-05-03,,2761,Surveillance
Portugal,PT,PRT,10276617,2020-05-03,144,856,Country_Website
Romania,RO,ROU,19414458,2020-05-03,255,,Country_Website
Slovakia,SK,SVK,5450421,2020-05-03,,137,JRC
Slovenia,SI,SVN,2080908,2020-05-03,20,58,Country_Github
United Kingdom,UK,GBR,66647112,2020-05-03,,12588,Country_Website
Austria,AT,AUT,8858775,2020-05-02,114,428,Country_Website
Belgium,BE,BEL,11455519,2020-05-02,684,3080,Country_Website
Bulgaria,BG,BGR,7000039,2020-05-02,43,321,External_Github
Croatia,HR,HRV,4076246,2020-05-02,,239,Country_Website
Czechia,CZ,CZE,10649800,2020-05-02,50,233,Country_Website
Denmark,DK,DNK,5806081,2020-05-02,60,232,Country_Website
Estonia,EE,EST,1324820,2020-05-02,9,77,Country_API
Finland,FI,FIN,5517919,2020-05-02,52,182,External_Github
France,FR,FRA,67012883,2020-10-01,1259,6634,Country_Website
Hungary,HU,HUN,9772756,2020-10-01,52,757,JRC
Ireland,IE,IRL,4904240,2020-10-01,20,122,Country_Website
Italy,IT,ITA,60359546,2020-10-01,291,3388,Country_Github
Latvia,LV,LVA,1919968,2020-10-01,,21,Country_Website
Luxembourg,LU,LUX,613894,2020-10-01,3,20,Country_Website
Netherlands,NL,NLD,17282163,2020-10-01,181,,Other Website
Norway,NO,NOR,5328212,2020-10-01,,25,Country_API
Poland,PL,POL,37972812,2020-10-01,,2560,Country_Website
Portugal,PT,PRT,10276617,2020-10-01,107,682,Country_Website
Romania,RO,ROU,19414458,2020-10-01,557,,Country_Website
Slovakia,SK,SVK,5450421,2020-10-01,,254,JRC
Slovenia,SI,SVN,2080908,2020-10-01,15,86,Country_Github
United Kingdom,UK,GBR,66647112,2020-10-01,,2481,Country_Website
Austria,AT,AUT,8858775,2020-09-30,90,496,Country_Website
Belgium,BE,BEL,11455519,2020-09-30,157,739,Country_Website
Bulgaria,BG,BGR,7000039,2020-09-30,44,814,External_Github
Croatia,HR,HRV,4076246,2020-09-30,,288,Country_Website
Czechia,CZ,CZE,10649800,2020-09-30,198,1028,Country_Website
Denmark,DK,DNK,5806081,2020-09-30,15,102,Country_Website
Estonia,EE,EST,1324820,2020-09-30,2,37,Country_API
Finland,FI,FIN,5517919,2020-09-30,4,19,External_Github
France,FR,FRA,67012883,2020-09-30,1232,6572,Country_Website
Hungary,HU,HUN,9772756,2020-09-30,54,773,JRC
Ireland,IE,IRL,4904240,2020-09-30,22,122,Country_Website
Norway,NO,NOR,5328212,2020-09-29,,24,Country_API
Poland,PL,POL,37972812,2020-09-29,,2399,Country_Website
Portugal,PT,PRT,10276617,2020-09-29,99,661,Country_Website
Romania,RO,ROU,19414458,2020-09-29,551,,Country_Website
Slovakia,SK,SVK,5450421,2020-09-29,,222,JRC
Slovenia,SI,SVN,2080908,2020-09-29,16,84,Country_Github
United Kingdom,UK,GBR,66647112,2020-09-29,,2316,Country_Website
Austria,AT,AUT,8858775,2020-09-28,88,469,Country_Website
Belgium,BE,BEL,11455519,2020-09-28,140,708,Country_Website
Bulgaria,BG,BGR,7000039,2020-09-28,41,794,External_Github
Croatia,HR,HRV,4076246,2020-09-28,,291,Country_Website
Czechia,CZ,CZE,10649800,2020-09-28,187,825,Country_Website
Denmark,DK,DNK,5806081,2020-09-28,17,110,Country_Website
Estonia,EE,EST,1324820,2020-09-28,2,36,Country_API
Finland,FI,FIN,5517919,2020-09-28,4,22,External_Github
France,FR,FRA,67012883,2020-09-28,1158,6397,Country_Website
Hungary,HU,HUN,9772756,2020-09-28,44,693,JRC
Ireland,IE,IRL,4904240,2020-09-28,17,111,Country_Website
Italy,IT,ITA,60359546,2020-09-28,264,3241,Country_Github
Latvia,LV,LVA,1919968,2020-09-28,,11,Country_Website
Luxembourg,LU,LUX,613894,2020-09-28,4,34,Country_Website
Netherlands,NL,NLD,17282163,2020-09-28,163,,Other Website
Norway,NO,NOR,5328212,2020-09-28,,21,Country_API
Poland,PL,POL,37972812,2020-09-28,,2305,Country_Website
Portugal,PT,PRT,10276617,2020-09-28,98,659,Country_Website
Luxembourg,LU,LUX,613894,2020-09-23,3,26,Country_Website
Netherlands,NL,NLD,17282163,2020-09-23,118,,Other Website
Norway,NO,NOR,5328212,2020-09-23,,19,Country_API
Poland,PL,POL,37972812,2020-09-23,,1971,Country_Website
Portugal,PT,PRT,10276617,2020-09-23,77,571,Country_Website
Romania,RO,ROU,19414458,2020-09-23,498,,Country_Website
Slovakia,SK,SVK,5450421,2020-09-23,,143,JRC
Slovenia,SI,SVN,2080908,2020-09-23,10,65,Country_Github
United Kingdom,UK,GBR,66647112,2020-09-23,,1651,Country_Website
Austria,AT,AUT,8858775,2020-09-22,75,390,Country_Website
Belgium,BE,BEL,11455519,2020-09-22,94,505,Country_Website
Bulgaria,BG,BGR,7000039,2020-09-22,33,714,External_Github
Croatia,HR,HRV,4076246,2020-09-22,,278,Country_Website
Czechia,CZ,CZE,10649800,2020-09-22,120,628,Country_Website
Denmark,DK,DNK,5806081,2020-09-22,14,79,Country_Website
Estonia,EE,EST,1324820,2020-09-22,3,27,Country_API
France,FR,FRA,67012883,2020-09-22,944,5777,Country_Website
Hungary,HU,HUN,9772756,2020-09-22,36,534,JRC
Ireland,IE,IRL,4904240,2020-09-22,16,94,Country_Website
Italy,IT,ITA,60359546,2020-09-22,239,2843,Country_Github
Latvia,LV,LVA,1919968,2020-09-22,,10,Country_Website
Luxembourg,LU,LUX,613894,2020-09-22,1,23,Country_Website
Netherlands,NL,NLD,17282163,2020-09-22,111,,Other Website
Norway,NO,NOR,5328212,2020-09-22,,21,Country_API
Portugal,PT,PRT,10276617,2020-09-22,70,546,Country_Website
Bulgaria,BG,BGR,7000039,2020-09-13,53,736,External_Github
Croatia,HR,HRV,4076246,2020-09-13,,309,Country_Website
Czechia,CZ,CZE,10649800,2020-09-13,74,305,Country_Website
Denmark,DK,DNK,5806081,2020-09-13,4,47,Country_Website
Estonia,EE,EST,1324820,2020-09-13,2,16,Country_API
France,FR,FRA,67012883,2020-09-13,662,5228,Country_Website
Hungary,HU,HUN,9772756,2020-09-13,16,282,JRC
Ireland,IE,IRL,4904240,2020-09-13,10,54,Country_Website
Italy,IT,ITA,60359546,2020-09-13,187,2229,Country_Github
Latvia,LV,LVA,1919968,2020-09-13,,10,Country_Website
Luxembourg,LU,LUX,613894,2020-09-13,1,16,Country_Website
Netherlands,NL,NLD,17282163,2020-09-13,60,,Other Website
Poland,PL,POL,37972812,2020-09-13,,1961,Country_Website
Portugal,PT,PRT,10276617,2020-09-13,57,452,Country_Website
Romania,RO,ROU,19414458,2020-09-13,465,,Country_Website
Slovakia,SK,SVK,5450421,2020-09-13,,130,JRC
Slovenia,SI,SVN,2080908,2020-09-13,7,38,Country_Github
United Kingdom,UK,GBR,66647112,2020-09-13,,798,Country_Website
Austria,AT,AUT,8858775,2020-09-12,42,209,Country_Website
Belgium,BE,BEL,11455519,2020-09-12,68,260,Country_Website
Bulgaria,BG,BGR,7000039,2020-09-12,56,735,External_Github
Croatia,HR,HRV,4076246,2020-09-12,,313,Country_Website
Czechia,CZ,CZE,10649800,2020-09-12,70,305,Country_Website
Denmark,DK,DNK,5806081,2020-09-12,4,43,Country_Website
Estonia,EE,EST,1324820,2020-09-12,2,14,Country_API
Bulgaria,BG,BGR,7000039,2020-05-17,46,323,External_Github
Croatia,HR,HRV,4076246,2020-05-17,,130,Country_Website
Czechia,CZ,CZE,10649800,2020-05-17,35,110,Country_Website
Denmark,DK,DNK,5806081,2020-05-17,27,133,Country_Website
Estonia,EE,EST,1324820,2020-05-17,6,42,Country_API
Finland,FI,FIN,5517919,2020-05-17,29,118,External_Github
France,FR,FRA,67012883,2020-05-17,2047,19302,Country_Website
Hungary,HU,HUN,9772756,2020-05-17,47,562,JRC
Iceland,IS,ISL,356991,2020-05-17,0,0,Country_Website
Ireland,IE,IRL,4904240,2020-05-17,51,395,Country_Website
Italy,IT,ITA,60359546,2020-05-17,762,11073,Country_Github
Latvia,LV,LVA,1919968,2020-05-17,,24,Surveillance
Luxembourg,LU,LUX,613894,2020-05-17,9,47,Country_Website
Netherlands,NL,NLD,17282163,2020-05-17,320,,Other Website
Norway,NO,NOR,5328212,2020-05-17,,52,Country_API
Poland,PL,POL,37972812,2020-05-17,,2459,Surveillance
Portugal,PT,PRT,10276617,2020-05-17,108,649,Country_Website
Romania,RO,ROU,19414458,2020-05-17,205,,Country_Website
Slovakia,SK,SVK,5450421,2020-05-17,,116,JRC
Slovenia,SI,SVN,2080908,2020-05-17,5,26,Country_Github
United Kingdom,UK,GBR,66647112,2020-05-17,,9113,Country_Website
Austria,AT,AUT,8858775,2020-05-16,50,208,Country_Website
Belgium,BE,BEL,11455519,2020-05-16,345,1625,Country_Website
Bulgaria,BG,BGR,7000039,2020-05-16,45,322,External_Github
Croatia,HR,HRV,4076246,2020-05-16,,137,Country_Website
Luxembourg,LU,LUX,613894,2020-04-30,27,94,Country_Website
Malta,MT,MLT,493559,2020-04-30,2,,Surveillance
Netherlands,NL,NLD,17282163,2020-04-30,708,,Other Website
Norway,NO,NOR,5328212,2020-04-30,,98,Country_API
Poland,PL,POL,37972812,2020-04-30,,3012,Surveillance
Portugal,PT,PRT,10276617,2020-04-30,172,968,Country_Website
Romania,RO,ROU,19414458,2020-04-30,221,,Country_Website
Slovakia,SK,SVK,5450421,2020-04-30,,181,JRC
Slovenia,SI,SVN,2080908,2020-04-30,22,63,Country_Github
United Kingdom,UK,GBR,66647112,2020-04-30,,13455,Country_Website
Austria,AT,AUT,8858775,2020-04-29,131,517,Surveillance
Belgium,BE,BEL,11455519,2020-04-29,769,3609,Country_Website
Bulgaria,BG,BGR,7000039,2020-04-29,39,287,External_Github
Croatia,HR,HRV,4076246,2020-04-29,,269,Country_Website
Czechia,CZ,CZE,10649800,2020-04-29,64,286,Country_Website
Denmark,DK,DNK,5806081,2020-04-29,66,267,Country_Website
Estonia,EE,EST,1324820,2020-04-29,12,77,Country_API
Finland,FI,FIN,5517919,2020-04-29,51,208,External_Github
France,FR,FRA,67012883,2020-04-29,4128,26736,Country_Website
Iceland,IS,ISL,356991,2020-04-29,0,6,Country_Website
Ireland,IE,IRL,4904240,2020-04-29,103,760,Country_Website
Italy,IT,ITA,60359546,2020-04-29,1795,21005,Country_Github
Latvia,LV,LVA,1919968,2020-04-29,,42,Surveillance
Luxembourg,LU,LUX,613894,2020-04-29,27,105,Country_Website
Malta,MT,MLT,493559,2020-04-29,2,,Surveillance
Romania,RO,ROU,19414458,2020-04-27,227,,Country_Website
Slovakia,SK,SVK,5450421,2020-04-27,,186,JRC
Slovenia,SI,SVN,2080908,2020-04-27,22,80,Country_Github
United Kingdom,UK,GBR,66647112,2020-04-27,,14769,Country_Website
Belgium,BE,BEL,11455519,2020-04-26,903,3968,Country_Website
Bulgaria,BG,BGR,7000039,2020-04-26,37,292,External_Github
Croatia,HR,HRV,4076246,2020-04-26,,314,Country_Website
Czechia,CZ,CZE,10649800,2020-04-26,72,310,Country_Website
Denmark,DK,DNK,5806081,2020-04-26,70,285,Country_Website
Estonia,EE,EST,1324820,2020-04-26,11,96,Country_API
Finland,FI,FIN,5517919,2020-04-26,62,189,External_Github
France,FR,FRA,67012883,2020-04-26,4598,28114,Country_Website
Iceland,IS,ISL,356991,2020-04-26,2,13,Country_Website
Ireland,IE,IRL,4904240,2020-04-26,120,758,Country_Website
Italy,IT,ITA,60359546,2020-04-26,2009,23381,Country_Github
Latvia,LV,LVA,1919968,2020-04-26,,39,Surveillance
Luxembourg,LU,LUX,613894,2020-04-26,25,125,Country_Website
Malta,MT,MLT,493559,2020-04-26,1,,Surveillance
Netherlands,NL,NLD,17282163,2020-04-26,804,,Other Website
Norway,NO,NOR,5328212,2020-04-26,,122,Country_API
Poland,PL,POL,37972812,2020-04-26,,2749,Surveillance
Portugal,PT,PRT,10276617,2020-04-26,182,1005,Country_Website
Romania,RO,ROU,19414458,2020-04-26,236,,Country_Website
Slovakia,SK,SVK,5450421,2020-04-26,,181,JRC
Slovenia,SI,SVN,2080908,2020-04-26,23,80,Country_Github
Hungary,HU,HUN,9772756,2020-10-07,41,656,JRC
Ireland,IE,IRL,4904240,2020-10-07,27,156,Country_Website
Italy,IT,ITA,60359546,2020-10-07,337,4119,Country_Github
Latvia,LV,LVA,1919968,2020-10-07,,34,Country_Website
Luxembourg,LU,LUX,613894,2020-10-07,2,22,Country_Website
Netherlands,NL,NLD,17282163,2020-10-07,251,,Other Website
Norway,NO,NOR,5328212,2020-10-07,,25,Country_API
Poland,PL,POL,37972812,2020-10-07,,4000,Country_Website
Portugal,PT,PRT,10276617,2020-10-07,104,764,Country_Website
Romania,RO,ROU,19414458,2020-10-07,612,,Country_Website
Slovakia,SK,SVK,5450421,2020-10-07,,340,JRC
Slovenia,SI,SVN,2080908,2020-10-07,22,122,Country_Github
United Kingdom,UK,GBR,66647112,2020-10-07,,3729,Country_Website
Austria,AT,AUT,8858775,2020-10-06,101,498,Country_Website
Belgium,BE,BEL,11455519,2020-10-06,189,952,Country_Website
Bulgaria,BG,BGR,7000039,2020-10-06,59,930,External_Github
Croatia,HR,HRV,4076246,2020-10-06,,334,Country_Website
Czechia,CZ,CZE,10649800,2020-10-06,354,1563,Country_Website
Denmark,DK,DNK,5806081,2020-10-06,15,124,Country_Website
Estonia,EE,EST,1324820,2020-10-06,5,39,Country_API
France,FR,FRA,67012883,2020-10-06,1417,7377,Country_Website
Hungary,HU,HUN,9772756,2020-10-06,37,627,JRC
Ireland,IE,IRL,4904240,2020-10-06,24,150,Country_Website
Italy,IT,ITA,60359546,2020-10-06,319,3944,Country_Github
Latvia,LV,LVA,1919968,2020-10-06,,32,Country_Website
Poland,PL,POL,37972812,2020-05-21,,2330,Surveillance
Portugal,PT,PRT,10276617,2020-05-21,92,608,Country_Website
Slovakia,SK,SVK,5450421,2020-05-21,,88,JRC
Slovenia,SI,SVN,2080908,2020-05-21,3,21,Country_Github
United Kingdom,UK,GBR,66647112,2020-05-21,,8256,Country_Website
Austria,AT,AUT,8858775,2020-05-20,37,174,Country_Website
Belgium,BE,BEL,11455519,2020-05-20,277,1448,Country_Website
Bulgaria,BG,BGR,7000039,2020-05-20,33,285,External_Github
Croatia,HR,HRV,4076246,2020-05-20,,117,Country_Website
Czechia,CZ,CZE,10649800,2020-05-20,32,101,Country_Website
Denmark,DK,DNK,5806081,2020-05-20,25,127,Country_Website
Estonia,EE,EST,1324820,2020-05-20,5,37,Country_API
Finland,FI,FIN,5517919,2020-05-20,20,118,External_Github
France,FR,FRA,67012883,2020-05-20,1754,17882,Country_Website
Hungary,HU,HUN,9772756,2020-05-20,29,539,JRC
Iceland,IS,ISL,356991,2020-05-20,0,0,Country_Website
Ireland,IE,IRL,4904240,2020-05-20,49,367,Country_Website
Italy,IT,ITA,60359546,2020-05-20,676,10300,Country_Github
Latvia,LV,LVA,1919968,2020-05-20,,27,Surveillance
Luxembourg,LU,LUX,613894,2020-05-20,7,55,Country_Website
Netherlands,NL,NLD,17282163,2020-05-20,272,,Other Website
Norway,NO,NOR,5328212,2020-05-20,,51,Country_API
Poland,PL,POL,37972812,2020-05-20,,2414,Surveillance
Portugal,PT,PRT,10276617,2020-05-20,93,609,Country_Website
Romania,RO,ROU,19414458,2020-05-20,198,,Country_Website
Ireland,IE,IRL,4904240,2020-09-24,16,94,Country_Website
Italy,IT,ITA,60359546,2020-09-24,246,2977,Country_Github
Latvia,LV,LVA,1919968,2020-09-24,,7,Country_Website
Luxembourg,LU,LUX,613894,2020-09-24,1,19,Country_Website
Netherlands,NL,NLD,17282163,2020-09-24,125,,Other Website
Norway,NO,NOR,5328212,2020-09-24,,24,Country_API
Poland,PL,POL,37972812,2020-09-24,,1964,Country_Website
Portugal,PT,PRT,10276617,2020-09-24,85,588,Country_Website
Romania,RO,ROU,19414458,2020-09-24,506,,Country_Website
Slovakia,SK,SVK,5450421,2020-09-24,,141,JRC
Slovenia,SI,SVN,2080908,2020-09-24,13,63,Country_Github
United Kingdom,UK,GBR,66647112,2020-09-24,,1756,Country_Website
Austria,AT,AUT,8858775,2020-09-23,77,413,Country_Website
Belgium,BE,BEL,11455519,2020-09-23,95,550,Country_Website
Bulgaria,BG,BGR,7000039,2020-09-23,31,716,External_Github
Croatia,HR,HRV,4076246,2020-09-23,,278,Country_Website
Czechia,CZ,CZE,10649800,2020-09-23,131,670,Country_Website
Denmark,DK,DNK,5806081,2020-09-23,15,78,Country_Website
Estonia,EE,EST,1324820,2020-09-23,3,31,Country_API
Finland,FI,FIN,5517919,2020-09-23,4,22,External_Github
France,FR,FRA,67012883,2020-09-23,995,5913,Country_Website
Hungary,HU,HUN,9772756,2020-09-23,35,558,JRC
Ireland,IE,IRL,4904240,2020-09-23,17,90,Country_Website
Italy,IT,ITA,60359546,2020-09-23,244,2902,Country_Github
