country,country_code_2_digit,country_code_3_digit,population,reported_date,confirmed_cases_count,deaths_count,source
Estonia,EE,EST,1324820,2020-08-25,3,,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,2020-03-11,,7,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,2020-07-21,,0,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,2020-03-28,,3,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,2020-03-19,,0,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,2020-10-10,,3,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,2020-10-25,,35,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,2020-07-31,219,,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,2020-06-05,43,,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,2020-08-27,1507,,"Epidemic intelligence, national daily data"
Gibraltar,GI,GIB,33691,2020-05-15,0,,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,2020-10-03,,1,"Epidemic intelligence, national daily data"
Romania,RO,ROU,19414458,2020-06-22,315,,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,2020-07-23,,3,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,2020-03-15,179,,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,2020-07-05,,3,"Epidemic intelligence, national daily data"
Gibraltar,GI,GIB,33691,2020-08-21,6,,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,2020-06-14,,0,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,2020-07-28,194,,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,2020-07-06,0,,"Epidemic intelligence, national daily data"
Gibraltar,GI,GIB,33691,2020-08-15,1,,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,2020-05-03,0,,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,2020-07-01,,2,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,2020-06-16,2,,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,2020-05-02,,4,"Epidemic intelligence, national daily data"
Georgia,GE,GEO,3989175,2020-09-22,218,,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,2020-09-16,,0,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,2020-07-27,,2,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,2020-03-15,,0,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,2020-07-12,,0,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,2020-04-02,,140,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,2020-03-13,,0,"Epidemic intelligence, national daily data"
Finland,FI,FIN,5517919,2020-01-31,0,,"Epidemic intelligence, national daily data"
Liechtenstein,LI,LIE,38378,2020-07-21,,0,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,2020-09-17,,132,"Epidemic intelligence, national daily data"
San Marino,SM,SMR,34453,2020-10-19,,0,"Epidemic intelligence, national daily data"
Monaco,MC,MCO,33085,2020-10-13,,0,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,2020-02-25,0,0,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,2020-03-09,,0,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,2020-09-09,32,,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,2020-02-02,0,0,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,2020-05-28,0,0,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,2020-04-21,76,,"Epidemic intelligence, national daily data"
San Marino,SM,SMR,34453,2020-09-22,0,,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,2020-01-07,0,0,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,2020-05-01,,634,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,2020-07-04,3,,"Epidemic intelligence, national daily data"
Romania,RO,ROU,19414458,2020-03-04,,0,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,2020-07-15,57,,"Epidemic intelligence, national daily data"
Liechtenstein,LI,LIE,38378,2020-04-28,,0,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,2020-01-11,0,0,"Epidemic intelligence, national daily data"
Liechtenstein,LI,LIE,38378,2020-06-23,0,0,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,2020-10-12,,4,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,2020-06-17,59,,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,2020-10-22,640,,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,2020-10-06,,0,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,2020-06-09,69,,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,2020-06-23,0,,"Epidemic intelligence, national daily data"
San Marino,SM,SMR,34453,2020-04-14,0,,"Epidemic intelligence, national daily data"
Gibraltar,GI,GIB,33691,2020-03-29,1,,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,2020-07-16,,17,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,2020-09-09,1161,,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,2020-01-31,0,0,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,2020-03-28,2069,,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,2020-10-17,,16,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,2020-05-09,,60,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,2020-10-05,,0,"Epidemic intelligence, national daily data"
the Holy See/ Vatican City State,VA,VAT,809,2020-10-24,,0,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,2020-08-03,987,,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,2020-04-16,,9,"Epidemic intelligence, national daily data"
Liechtenstein,LI,LIE,38378,2020-05-10,0,0,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,2020-09-22,6196,,"Epidemic intelligence, national daily data"
the Holy See/ Vatican City State,VA,VAT,809,2020-03-16,,0,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,2020-02-22,0,0,"Epidemic intelligence, national daily data"
Monaco,MC,MCO,33085,2020-08-28,,0,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,2020-03-07,2,,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,2020-08-18,,0,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,2020-08-11,5118,,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,2020-09-08,258,,"Epidemic intelligence, national daily data"
France,FR,FRA,67012883,2020-09-07,,3,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,2020-01-30,0,0,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,2020-06-11,3,,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,2020-07-29,,8,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,2020-04-07,,9,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,2020-07-02,46,,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,2020-06-28,736,,"Epidemic intelligence, national daily data"
Liechtenstein,LI,LIE,38378,2020-09-27,0,,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,2020-03-14,45,,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,2020-05-11,2157,,"Epidemic intelligence, national daily data"
the Holy See/ Vatican City State,VA,VAT,809,2020-04-18,,0,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,2020-04-10,,1,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,2020-04-24,,1,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,2020-08-05,2953,,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,2020-09-08,,0,"Epidemic intelligence, national daily data"
San Marino,SM,SMR,34453,2020-09-11,0,,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,2020-10-19,214,,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,2020-03-25,,0,"Epidemic intelligence, national daily data"
Gibraltar,GI,GIB,33691,2020-05-10,,0,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,2020-06-25,294,,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,2020-07-28,371,,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,2020-07-31,255,,"Epidemic intelligence, national daily data"
Georgia,GE,GEO,3989175,2020-10-11,519,,"Epidemic intelligence, national daily data"
the Holy See/ Vatican City State,VA,VAT,809,2020-02-26,0,0,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,2020-02-26,0,0,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,2020-04-19,,17,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,2020-05-09,,0,"Epidemic intelligence, national daily data"
Gibraltar,GI,GIB,33691,2020-08-30,,0,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,2020-01-13,0,0,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,2020-07-06,,9,"Epidemic intelligence, national daily data"
Ukraine,UA,UKR,43733759,2020-04-16,,10,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,2020-06-19,,312,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,2020-04-21,,0,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,2020-03-22,186,,"Epidemic intelligence, national daily data"
Gibraltar,GI,GIB,33691,2020-10-08,8,,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,2020-05-07,,86,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,2020-03-09,2,,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,2020-10-25,,179,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,2020-06-20,676,,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,2020-08-31,,1,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,2020-06-18,,110,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,2020-02-28,,0,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,2020-06-30,23,,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,2020-05-13,,172,"Epidemic intelligence, national daily data"
Gibraltar,GI,GIB,33691,2020-03-27,,0,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,2020-01-27,0,0,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,2020-09-13,,2,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,2020-03-28,,17,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,2020-04-01,2704,,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,2020-09-22,151,,"Epidemic intelligence, national daily data"
Jersey,JE,JEY,107796,2020-07-11,,0,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,2020-10-03,679,,"Epidemic intelligence, national daily data"
Jersey,JE,JEY,107796,2020-10-13,30,,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,2020-10-08,,6,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,2020-07-06,21,,"Epidemic intelligence, national daily data"
Jersey,JE,JEY,107796,2020-08-30,,0,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,2020-10-15,,1,"Epidemic intelligence, national daily data"
Georgia,GE,GEO,3989175,2020-09-06,,0,"Epidemic intelligence, national daily data"
Georgia,GE,GEO,3989175,2020-05-07,,0,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,2020-10-02,37,,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,2020-10-10,,12,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,2020-08-15,,0,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,2020-08-26,,2,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,2020-08-31,117,,"Epidemic intelligence, national daily data"
Ukraine,UA,UKR,43733759,2020-03-13,2,,"Epidemic intelligence, national daily data"
Andorra,AD,AND,76177,2020-09-05,16,,"Epidemic intelligence, national daily data"
Georgia,GE,GEO,3989175,2020-07-07,,0,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,2020-08-07,18,,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,2020-03-10,4,,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,2020-06-04,101,,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,2020-01-26,0,0,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,2020-09-15,48,,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,2020-02-10,,0,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,2020-08-10,21,,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,2020-03-28,668,,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,2020-02-27,,0,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,2020-04-16,,1,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,2020-07-24,,4,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,2020-07-15,32,,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,2020-05-22,,5,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,2020-06-12,,13,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,2020-06-12,,5,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,2020-04-29,1304,,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,2020-03-20,,0,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,2020-10-11,,4,"Epidemic intelligence, national daily data"
Jersey,JE,JEY,107796,2020-07-23,,0,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,2020-01-19,0,0,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,2020-07-03,,17,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,2020-01-17,0,0,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,2020-08-21,,5,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,2020-10-06,23,,"Epidemic intelligence, national daily data"
San Marino,SM,SMR,34453,2020-07-20,0,,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,2020-04-05,47,,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,2020-09-02,,1,"Epidemic intelligence, national daily data"
Jersey,JE,JEY,107796,2020-06-14,,0,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,2020-03-05,0,,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,2020-08-05,332,,"Epidemic intelligence, national daily data"
Romania,RO,ROU,19414458,2020-01-19,0,0,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,2020-08-10,,6,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,2020-04-21,,3,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,2020-08-10,30,,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,2020-08-27,,0,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,2020-05-02,25,,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,2020-04-06,,0,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,2020-10-10,,1,"Epidemic intelligence, national daily data"
the Holy See/ Vatican City State,VA,VAT,809,2020-01-26,0,0,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,2020-10-07,4456,,"Epidemic intelligence, national daily data"
Liechtenstein,LI,LIE,38378,2020-08-29,,0,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,2020-06-04,,178,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,2020-06-01,1125,,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,2020-03-10,,0,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,2020-07-01,,0,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,2020-10-24,,0,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,2020-04-24,,3,"Epidemic intelligence, national daily data"
Jersey,JE,JEY,107796,2020-09-14,,0,"Epidemic intelligence, national daily data"
France,FR,FRA,67012883,2020-02-07,0,,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,2020-03-21,,0,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,2020-05-01,,2,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,2020-04-26,,23,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,2020-05-25,0,,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,2020-06-18,,0,"Epidemic intelligence, national daily data"
San Marino,SM,SMR,34453,2020-07-31,0,0,"Epidemic intelligence, national daily data"
San Marino,SM,SMR,34453,2020-07-20,,0,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,2020-01-08,0,0,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,2020-04-15,1560,,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,2020-02-04,2,,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,2020-08-01,,1,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,2020-06-23,,95,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,2020-03-02,0,0,"Epidemic intelligence, national daily data"
Azerbaijan,AZ,AZE,10139175,2020-01-26,0,0,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,2020-10-15,,9,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,2020-09-08,,1,"Epidemic intelligence, national daily data"
Andorra,AD,AND,76177,2020-03-04,,0,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,2020-03-02,0,,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,2020-05-05,,4,"Epidemic intelligence, national daily data"
Andorra,AD,AND,76177,2020-07-29,0,,"Epidemic intelligence, national daily data"
Jersey,JE,JEY,107796,2020-06-21,,0,"Epidemic intelligence, national daily data"
Romania,RO,ROU,19414458,2020-08-24,981,,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,2020-05-28,,0,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,2020-03-21,,5,"Epidemic intelligence, national daily data"
Azerbaijan,AZ,AZE,10139175,2020-06-13,,5,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,2020-05-14,0,,"Epidemic intelligence, national daily data"
